"","row_code","scientificName","year","lon","lat","presence","species","farming","flooded_forest","grassland","other_non_vegetated","urban","wetland","forest_formation","river_lake_ocean","not_observed","mangrove","non_forested_natural","savannah_formation","rocky_outcrop","mining","fold"
"460",460,"Vampyressa pusilla",1978,-78.118621,-4.844737,0,"background species",0,0,0,0,0,0,0.9766653040793,0,0,0,0,0,0,0,2
"461",461,"Oecomys phaeotis",1986,-75.429421,-11.169337,0,"background species",0.0549622165971236,0,0,0.00307123246765137,0,0,0.920434759366711,0.00394869744873047,0,0,0,0,0,0,3
"462",462,"Leontocebus nigricollis",2019,-77.595721,-0.669837,0,"background species",0.641262603848544,0,0,0.011133316977761,0,0,0.321078171031605,0,0,0,0,0,0,0,2
"463",463,"Cebuella pygmaea",2006,-76.666121,-0.520437,0,"background species",0.0111742445678711,0,0,0,0,0,0.973553929287668,0,0,0,0,0,0,0,2
"464",464,"Cebus olivaceus",1966,-62.249021,6.999363,0,"background species",0,0,0.0147915691731771,0,0,0,0.973575260906947,0,0,0,0,0,0,0,5
"465",465,"Cheracebus lucifer",2022,-76.168121,-0.030737,0,"background species",0,0.00631251473216337,0,0,0,0.00605916330973307,0.962494846243989,0.0123879381016323,0,0,0,0,0,0,2
"466",466,"Saimiri boliviensis",2015,-69.494921,-12.082337,0,"background species",0,0.940255170685696,0,0,0,0,0.0319719983062907,0,0,0,0,0,0,0,3
"467",467,"Rhynchonycteris naso",2020,-55.434721,3.355663,0,"background species",0,0,0,0,0,0,0.804210485483233,0.162159881346677,0,0,0,0,0,0,5
"468",468,"Uroderma magnirostrum",2021,-75.603721,1.612663,0,"background species",0.0782281200036033,0,0,0.0109895394467343,0.887499676991659,0,0,0,0,0,0,0,0,0,2
"469",469,"Lagidium viscacia",2022,-68.100521,-16.564337,0,"background species",0.00514674420166016,0,0.207510962901722,0.23956469104004,0.514917532243209,0,0,0,0,0,0,0,0,0,3
"470",470,"Tapirus terrestris",2021,-77.537621,-1.217637,0,"background species",0,0,0,0,0,0,0.970098665530084,0,0,0,0.00610031051445347,0,0,0,2
"471",471,"Carollia benkeithi",1994,-68.100521,-14.306737,0,"background species",0,0,0.00485147929591759,0,0,0,0.969925251008043,0,0,0,0,0,0,0,3
"472",472,"Tremarctos ornatus",2022,-77.927721,-0.097137,0,"background species",0.00625781585693359,0,0.402857105418812,0.542723371765139,0,0,0,0,0,0,0.023974751825506,0,0,0,2
