system:index,area,class,row_code,year,.geo
0_000000000000000000e5_0_1,0.7832825153621865,14,230,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c8_0_0,0.8090676616416824,3,201,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c8_0_1,0.003325211422190947,12,201,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c8_0_2,0.1640136362735523,33,201,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000083_0_0,0.9722727606347163,3,132,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000083_0_1,0.006207830261230469,25,132,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a7_0_0,0.3255187692260744,3,168,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a7_0_1,0.5788838176269515,12,168,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a7_0_2,0.05926308624267577,14,168,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000eb_0_0,0.20795545517578154,3,236,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000eb_0_1,0.3909882524332694,6,236,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000eb_0_2,0.3764366819252178,33,236,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000077_0_0,0.897990587465534,3,120,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000077_0_1,0.02976266908820655,13,120,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000077_0_2,0.051136447408519074,14,120,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000aa_0_0,0.07222076837158206,3,171,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000aa_0_1,0.19437183398437513,14,171,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000aa_0_2,0.3795999771632769,24,171,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000aa_0_3,0.08553911654004866,25,171,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000aa_0_4,0.2373891640445483,33,171,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f2_0_0,0.9791837622630408,3,243,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f2_0_1,6.942980820599724E-4,13,243,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e9_0_0,0.849877045535336,3,234,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e9_0_1,0.07265124681611901,14,234,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e9_0_2,0.008917494628906251,25,234,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e9_0_3,0.032061019739487585,33,234,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a0_0_0,0.9374321385416734,3,161,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a0_0_1,0.02843932482910156,12,161,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000086_0_0,0.9902993917571455,3,135,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f7_0_0,0.9509564255974307,3,248,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f7_0_1,0.029660786448759212,14,248,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a2_0_0,0.990176328075456,3,163,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b9_0_0,0.6983947214566111,3,186,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b9_0_1,0.13791487370892697,24,186,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b9_0_2,0.14393044109269676,25,186,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d4_0_0,0.9778976087608072,3,213,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_0,0.05074912611538757,3,102,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_1,0.6743786002249935,13,102,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_2,0.23631820955978125,14,102,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_3,0.0175459307516659,25,102,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b7_0_0,0.0706160689086913,3,184,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b7_0_1,0.13363946937112245,14,184,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b7_0_2,0.7618831210300843,24,184,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_0,0.4487959385541137,3,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_1,0.12461409642692993,6,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_2,0.022243125025132125,11,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_3,0.047578192668600604,14,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_4,8.939320068359375E-4,27,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_5,0.3337942207059974,33,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000da_0_0,0.020457965942382812,6,219,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000da_0_1,0.12742192934450636,14,219,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000da_0_2,0.2949840320547061,24,219,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000da_0_3,0.22195293382999196,25,219,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000da_0_4,0.31395148909720705,33,219,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007b_0_0,0.12931034484863288,12,124,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007b_0_1,0.007085499633789063,25,124,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
