scientificName,year,lon,lat,presence,row_code
Tamandua tetradactyla,2019,-77.454621,-0.138637,0,343
Potos flavus,2019,-76.051921,-0.454037,0,344
Choloepus hoffmanni,2020,-72.715321,-7.500737,0,345
Rattus rattus,2018,-53.451021,5.546863,0,346
Canis familiaris,2015,-48.105821,-5.168437,0,347
Nasua nasua,2007,-50.330221,-9.700237,0,348
Lagothrix lagothricha,2016,-77.521021,-1.059937,0,349
Phyllostomus hastatus,2019,-76.251121,-0.138637,0,350
Marmosops impavidus,2005,-76.375621,-7.749737,0,351
Tapirus pinchaque,2019,-78.334421,-0.810937,0,352
Galictis vittata,2007,-75.678421,-0.180137,0,353
Artibeus planirostris,2016,-73.794321,2.260063,0,354
Caenolestes sangay,2017,-78.492121,-2.197037,0,355
Saguinus midas,2018,-55.185721,5.472163,0,356
Cerdocyon thous,2010,-50.994221,1.230863,0,357
Sciurillus pusillus,2020,-55.185721,4.957563,0,358
Saguinus bicolor,2013,-59.966521,-3.018737,0,359
Ateles belzebuth,2019,-77.446321,-1.035037,0,360
Mazama nemorivaga,2013,-52.845121,5.223163,0,361
Lagothrix lagothricha,2020,-72.781721,1.305563,0,362
Aotus nancymaae,2009,-76.890221,-7.235137,0,363
Potos flavus,2020,-77.877921,-0.586837,0,364
Pithecia monachus,2018,-73.644921,-4.811537,0,365
Tapirus terrestris,2020,-77.487821,-1.184437,0,366
Lagothrix flavicauda,2007,-77.902821,-5.666437,0,367
Saimiri sciureus,2011,-52.820221,2.326463,0,368
Nasua nasua,2020,-76.989821,-0.462337,0,369
Vicugna vicugna,2020,-78.890521,-1.433437,0,370
Platyrrhinus dorsalis,2016,-76.715921,0.940363,0,371
Leontocebus nigricollis,2019,-70.383021,-3.774037,0,372
Plecturocebus moloch,2019,-49.674521,-3.832137,0,373
Plecturocebus discolor,2018,-76.707621,-1.109737,0,374
Cebus albifrons,2013,-74.574521,-2.313237,0,375
Cebus yuracus,2018,-77.720221,-1.142937,0,376
Trinycteris nicefori,2013,-71.395621,-11.874837,0,377
Felis catus,2016,-49.018821,-5.268037,0,378
Ateles paniscus,2012,-52.911521,2.235163,0,379
Pithecia milleri,2011,-76.068521,-0.238237,0,380
Cacajao calvus,2018,-64.830321,-3.101737,0,381
Saimiri cassiquiarensis,2016,-72.889621,-3.267737,0,382
Noctilio leporinus,2016,-51.890621,3.803863,0,383
Saimiri sciureus,2019,-53.650221,4.982463,0,384
